"","N_Accesion","gi","Title","Serotype","Genotype","Gene","Size_sequence","Country","Location","Year","Month","lat_country","lon_country","locationtype_country","formatted_country","lat_location","lon_location","locationtype_location","formatted_location","Comments"
"13936","EU117353",160337046,"Dengue_virus_type_3_strain_01A00598_envelope_protein__E__gene_partial_cds","DENV_3",NA,"E",1479,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13937","EU117352",160337044,"Dengue_virus_type_2_strain_01A00134_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13938","EU117351",160337042,"Dengue_virus_type_2_strain_01A00275_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13939","EU117350",160337040,"Dengue_virus_type_2_strain_01A00078_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13940","EU117349",160337038,"Dengue_virus_type_2_strain_01A00380_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13941","EU117348",160337036,"Dengue_virus_type_2_strain_30227_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13942","EU117347",160337034,"Dengue_virus_type_2_strain_30774_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13943","EU117346",160337032,"Dengue_virus_type_2_strain_31027_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13944","EU117345",160337030,"Dengue_virus_type_2_strain_01A00251_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13945","EU117344",160337028,"Dengue_virus_type_2_strain_01A00045_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13946","EU117343",160337026,"Dengue_virus_type_2_strain_01A00046_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13947","EU117342",160337024,"Dengue_virus_type_2_strain_01A00047_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13948","EU117341",160337022,"Dengue_virus_type_2_strain_01A00056_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13949","EU117340",160337020,"Dengue_virus_type_2_strain_01A00063_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13950","EU117339",160337018,"Dengue_virus_type_2_strain_01A00105_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13951","EU117338",160337016,"Dengue_virus_type_2_strain_01A00120_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13952","EU117337",160337014,"Dengue_virus_type_2_strain_01A00133_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13953","EU117336",160337012,"Dengue_virus_type_2_strain_01A00148_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13954","EU117335",160337010,"Dengue_virus_type_2_strain_01A00152_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13955","EU117334",160337008,"Dengue_virus_type_2_strain_01A00177_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13956","EU117333",160337006,"Dengue_virus_type_2_strain_01A00203_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13957","EU117332",160337004,"Dengue_virus_type_2_strain_01A00256_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13958","EU117331",160337002,"Dengue_virus_type_2_strain_01A00262_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13959","EU117330",160337000,"Dengue_virus_type_2_strain_01A00280_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13960","EU117329",160336998,"Dengue_virus_type_2_strain_01A00341_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13961","EU117328",160336996,"Dengue_virus_type_2_strain_01A00399_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13962","EU117327",160336994,"Dengue_virus_type_2_strain_01A00465_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13963","EU117326",160336992,"Dengue_virus_type_2_strain_01A00482_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13964","EU117325",160336990,"Dengue_virus_type_2_strain_01A00515_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13965","EU117324",160336988,"Dengue_virus_type_2_strain_01A00579_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13966","EU117323",160336986,"Dengue_virus_type_2_strain_01A00589_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13967","EU117322",160336984,"Dengue_virus_type_2_strain_30149_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13968","EU117321",160336982,"Dengue_virus_type_2_strain_30151_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13969","EU117320",160336980,"Dengue_virus_type_2_strain_30177_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13970","EU117319",160336978,"Dengue_virus_type_2_strain_30294_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13971","EU117318",160336976,"Dengue_virus_type_2_strain_30964_01_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13972","EU117317",160336974,"Dengue_virus_type_2_strain_200105079_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13973","EU117316",160336972,"Dengue_virus_type_2_strain_200105692_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13974","EU117315",160336970,"Dengue_virus_type_2_strain_200105762_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13975","EU117314",160336968,"Dengue_virus_type_2_strain_200105764_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13976","EU117313",160336966,"Dengue_virus_type_2_strain_200105955_envelope_protein__E__gene_partial_cds","DENV_2",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13977","EU117312",160336964,"Dengue_virus_type_1_strain_01A00082_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13978","EU117311",160336962,"Dengue_virus_type_1_strain_01A00106_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13979","EU117310",160336960,"Dengue_virus_type_1_strain_01A00230_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13980","EU117309",160336958,"Dengue_virus_type_1_strain_01A00233_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13981","EU117308",160336956,"Dengue_virus_type_1_strain_01A00289_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13982","EU117307",160336954,"Dengue_virus_type_1_strain_01A00446_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13983","EU117306",160336952,"Dengue_virus_type_1_strain_01A00463_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13984","EU117305",160336950,"Dengue_virus_type_1_strain_01A00529_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13985","EU117304",160336948,"Dengue_virus_type_1_strain_01A00626_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"Thailand","Kamphaeng Phet",2001,NA,15.870032,100.992541,"APPROXIMATE","Thailand",16.4827798,99.5226618,"APPROXIMATE","Kamphaeng Phet, Thailand","Thailand_Kampheang_Phet_primary_cell_culture_from_Aedes_albopictus_C6_36__Ts_1__2001"
"13986","EU081281",158851831,"Dengue_virus_type_1_strain_D1_SG_06K2290DK1_2006_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2006,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2006"
"13987","EU081280",158851829,"Dengue_virus_type_1_strain_D1_SG_06K2236DK1_2006_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2006,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2006"
"13988","EU081279",158851827,"Dengue_virus_type_1_strain_D1_SG_05K4820DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13989","EU081278",158851825,"Dengue_virus_type_1_strain_D1_SG_05K4632DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13990","EU081277",158851823,"Dengue_virus_type_1_strain_D1_SG_05K4622DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13991","EU081276",158851821,"Dengue_virus_type_1_strain_D1_SG_05K4621DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13992","EU081275",158851819,"Dengue_virus_type_1_strain_D1_SG_05K4620DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13993","EU081274",158851817,"Dengue_virus_type_1_strain_D1_SG_05K4609DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13994","EU081273",158851815,"Dengue_virus_type_1_strain_D1_SG_05K4606DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13995","EU081272",158851813,"Dengue_virus_type_1_strain_D1_SG_05K4605DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13996","EU081271",158851811,"Dengue_virus_type_1_strain_D1_SG_05K4604DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13997","EU081270",158851809,"Dengue_virus_type_1_strain_D1_SG_05K4480DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13998","EU081269",158851807,"Dengue_virus_type_1_strain_D1_SG_05K4479DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"13999","EU081268",158851805,"Dengue_virus_type_1_strain_D1_SG_05K4468DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14000","EU081267",158851803,"Dengue_virus_type_1_strain_D1_SG_05K4443DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14001","EU081266",158851801,"Dengue_virus_type_1_strain_D1_SG_05K4441DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14002","EU081265",158851799,"Dengue_virus_type_1_strain_D1_SG_05K4183DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14003","EU081264",158851797,"Dengue_virus_type_1_strain_D1_SG_05K4175DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14004","EU081263",158851795,"Dengue_virus_type_1_strain_D1_SG_05K4174DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14005","EU081261",158851791,"Dengue_virus_type_1_strain_D1_SG_05K4172DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14006","EU081260",158851789,"Dengue_virus_type_1_strain_D1_SG_05K4154DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14007","EU081259",158851787,"Dengue_virus_type_1_strain_D1_SG_05K4152DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14008","EU081258",158851785,"Dengue_virus_type_1_strain_D1_SG_05K4147DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14009","EU081257",158851783,"Dengue_virus_type_1_strain_D1_SG_05K4142DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14010","EU081256",158851781,"Dengue_virus_type_1_strain_D1_SG_05K4140DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14011","EU081255",158851779,"Dengue_virus_type_1_strain_D1_SG_05K4139DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
"14012","EU081253",158851775,"Dengue_virus_type_1_strain_D1_SG_05K3935DK1_2005_complete_genome","DENV_1",NA,"Complete_Genome",10735,"Singapore",NA,2005,NA,1.352083,103.819836,"APPROXIMATE","Singapore",NA,NA,NA,NA,"Singapore_2005"
